"","track_id","track_name","track_url","artist_name","artist_id"
"87","3HWzoMvoF3TQfYg4UPszDq","Truth Hurts","https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq","Lizzo","56oDRnqbIiwx4mymNEv7dS"
"88","4wCmqSrbyCgxEXROQE6vtV","Somebody That I Used To Know","https://open.spotify.com/track/4wCmqSrbyCgxEXROQE6vtV","Gotye","2AsusXITU8P25dlRNhcAbG"
"89","16MVSD0mGI4RMQT83Qzm69","Should've Said No","https://open.spotify.com/track/16MVSD0mGI4RMQT83Qzm69","Taylor Swift","06HL4z0CvFAxyc27GXpf02"
"90","161DnLWsx1i3u1JT05lzqU","Talking to the Moon","https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU","Bruno Mars","0du5cEVh5yTK9QJze8zA0C"
"91","1ei3hzQmrgealgRKFxIcWn","In The Stars","https://open.spotify.com/track/1ei3hzQmrgealgRKFxIcWn","Benson Boone","22wbnEMDvgVIAGdFeek6ET"
"92","1KGi9sZVMeszgZOWivFpxs","No Scrubs","https://open.spotify.com/track/1KGi9sZVMeszgZOWivFpxs","TLC","0TImkz4nPqjegtVSMZnMRq"
"93","4PV0uE5pZSh44E3NqNNDEH","Selfish","https://open.spotify.com/track/4PV0uE5pZSh44E3NqNNDEH","Madison Beer","2kRfqPViCqYdSGhYSM9R0Q"
"94","0VhgEqMTNZwYL1ARDLLNCX","Can I Be Him","https://open.spotify.com/track/0VhgEqMTNZwYL1ARDLLNCX","James Arthur","4IWBUUAFIplrNtaOHcJPRM"
"95","3U4isOIWM3VvDubwSI3y7a","All of Me","https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a","John Legend","5y2Xq6xcjJb2jVM54GHK3t"
"96","2ekn2ttSfGqwhhate0LSR0","New Rules","https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0","Dua Lipa","6M2wZ9GZgrQXHCFfjv46we"
"97","6KfoDhO4XUWSbnyKjNp9c4","Maniac","https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4","Conan Gray","4Uc8Dsxct0oMqx0P6i60ea"
"98","4bVuIlGQBMWS7vIhcx8Ae4","What Hurts The Most","https://open.spotify.com/track/4bVuIlGQBMWS7vIhcx8Ae4","Rascal Flatts","0a1gHP0HAqALbEyxaD5Ngn"
"99","135Lf4Q0CzlMNfOxbEUsLH","Ghost Town","https://open.spotify.com/track/135Lf4Q0CzlMNfOxbEUsLH","Benson Boone","22wbnEMDvgVIAGdFeek6ET"
"100","4kflIGfjdZJW4ot2ioixTB","Someone Like You","https://open.spotify.com/track/4kflIGfjdZJW4ot2ioixTB","Adele","4dpARuHxo51G3z768sgnrY"
"101","0HZhYMZOcUzZKSFwPOti6m","jar of hearts","https://open.spotify.com/track/0HZhYMZOcUzZKSFwPOti6m","Christina Perri","7H55rcKCfwqkyDFH9wpKM6"
"102","5S9Zs5g9lTWnLIboN1pdlU","Fingers Crossed","https://open.spotify.com/track/5S9Zs5g9lTWnLIboN1pdlU","Lauren Spencer Smith","79AyR6ATpj2LTPxfb6FX50"
"103","3Z7CaxQkqbIs1rewKi6v4W","Hot In It (feat. Charli XCX)","https://open.spotify.com/track/3Z7CaxQkqbIs1rewKi6v4W","Tiësto","2o5jDhtHVPhrJdv3cEQ99Z"
"104","4DHcnVTT87F0zZhRPYmZ3B","Flowers","https://open.spotify.com/track/4DHcnVTT87F0zZhRPYmZ3B","Miley Cyrus","5YGY8feqx7naU7z4HrwZM6"
"105","31CdkzHnMbvJuKZvtCQfR6","We Are Never Ever Getting Back Together (Taylor's Version)","https://open.spotify.com/track/31CdkzHnMbvJuKZvtCQfR6","Taylor Swift","06HL4z0CvFAxyc27GXpf02"
"106","7FGIEAVXfegxngH9Jg6VwA","What A Shame","https://open.spotify.com/track/7FGIEAVXfegxngH9Jg6VwA","Leyla Blue","6HpIVA13SPof8sYuXRUfxj"
"107","6aqNCrRA7vs7v6QvRpI50t","Dancing On My Own","https://open.spotify.com/track/6aqNCrRA7vs7v6QvRpI50t","Robyn","6UE7nl9mha6s8z0wFQFIZ2"
"108","7a53HqqArd4b9NF4XAmlbI","Kings & Queens","https://open.spotify.com/track/7a53HqqArd4b9NF4XAmlbI","Ava Max","4npEfmQ6YuiwW1GpUmaq3F"
"109","5WHTFyqSii0lmT9R21abT8","Don't Call Me Up","https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8","Mabel","1MIVXf74SZHmTIp4V4paH4"
"110","2U8NXPTXZWG2O0ye2sYRiH","I Love It (feat. Charli XCX)","https://open.spotify.com/track/2U8NXPTXZWG2O0ye2sYRiH","Icona Pop","1VBflYyxBhnDc9uVib98rw"
"111","1nZzRJbFvCEct3uzu04ZoL","Part Of Me","https://open.spotify.com/track/1nZzRJbFvCEct3uzu04ZoL","Katy Perry","6jJ0s89eD6GaHleKKya26X"
"112","557un1HgwYMuqfWGSTmnxw","Single Ladies (Put a Ring on It)","https://open.spotify.com/track/557un1HgwYMuqfWGSTmnxw","Beyoncé","6vWDO969PvNqNYHIOW5v0m"
"113","6q3zC9dDD4lUNk8nfUztXy","Apologize","https://open.spotify.com/track/6q3zC9dDD4lUNk8nfUztXy","Timbaland","5Y5TRrQiqgUO4S36tzjIRZ"
"114","7KokYm8cMIXCsGVmUvKtqf","Karma","https://open.spotify.com/track/7KokYm8cMIXCsGVmUvKtqf","Taylor Swift","06HL4z0CvFAxyc27GXpf02"
"115","5S9lfZu1YF8xKkgSsqL2Bd","Elastic Heart","https://open.spotify.com/track/5S9lfZu1YF8xKkgSsqL2Bd","Sia","5WUlDfRSoLAfcVSX1WnrxN"
"116","601kEkd7wm0JTgDl0EM3JU","Used to Know Me","https://open.spotify.com/track/601kEkd7wm0JTgDl0EM3JU","Charli xcx","25uiPmTg16RbhZWAqwLBy5"
"117","4wH4dJgrsxONID6KS2tDQM","Maneater","https://open.spotify.com/track/4wH4dJgrsxONID6KS2tDQM","Nelly Furtado","2jw70GZXlAI8QzWeY2bgRc"
"118","70eDxAyAraNTiD6lx2ZEnH","Ex's & Oh's","https://open.spotify.com/track/70eDxAyAraNTiD6lx2ZEnH","Elle King","3bhu7P5PfngueRHiB9hjcx"
"119","1huvTbEYtgltjQRXzrNKGi","Don't","https://open.spotify.com/track/1huvTbEYtgltjQRXzrNKGi","Ed Sheeran","6eUKZXaKkcviH0Ku9w2n3V"
"120","3DOxMCaNBNvnjSzpHUSjE3","Leave (Get Out)","https://open.spotify.com/track/3DOxMCaNBNvnjSzpHUSjE3","JoJo","5xuNBZoM7z1Vv8IQ6uM0p6"
"121","12KUFSHFgT0XCoiSlvdQi4","Break Free","https://open.spotify.com/track/12KUFSHFgT0XCoiSlvdQi4","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR"
"122","1Jaah2tmN9Hv81A87KZ1MU","Torn","https://open.spotify.com/track/1Jaah2tmN9Hv81A87KZ1MU","Natalie Imbruglia","0dlOr0VIysztGWvU1dpjmP"
"123","731vxZpBMap84vDSqyJjf0","Players - DJ Smallz 732 - Jersey Club Remix","https://open.spotify.com/track/731vxZpBMap84vDSqyJjf0","Coi Leray","6AMd49uBDJfhf30Ak2QR5s"
"124","0Mn3amMRMoabaoTf1Publ4","Confident","https://open.spotify.com/track/0Mn3amMRMoabaoTf1Publ4","Demi Lovato","6S2OmqARrzebs0tKUEyXyp"
